Current Velocity,Pstr CD = 0.35,Pstr CD = 1.0,Tmix CD = 0.35,Tmix CD 1.0,h,per
0.15000000000000002,0.00017088671249999995,0.00048824774999999996,1643.3589349340243,575.1756272269084,8.0,breakdown
0.16,0.00020739317760000003,0.000592551936,1354.0860364751782,473.93011276631245,8.0,breakdown
0.17,0.00024876042030000004,0.0007107440580000001,1128.910320659949,395.1186122309822,8.0,breakdown
0.18000000000000002,0.0002952922392,0.0008436921119999999,951.0179021608934,332.8562657563127,8.0,breakdown
0.19,0.0003472924329,0.0009922640940000001,808.6217240709038,283.01760342481634,8.0,breakdown
0.2,0.0004050648000000001,0.0011573280000000002,693.2920506752911,242.6522177363519,8.0,breakdown
0.21000000000000002,0.0004689131390999999,0.0013397518259999997,598.8917401363061,209.61210904770715,8.0,breakdown
0.22,0.0005391412488,0.001540403568,520.8805790197531,182.30820265691355,8.0,breakdown
0.23,0.0006160529277,0.0017601512220000001,455.8507771350646,159.54777199727258,8.0,breakdown
0.24000000000000002,0.0006999519743999998,0.0019998627839999997,401.21067747412695,140.42373711594442,8.0,breakdown
0.25,0.0007911421875,0.00226040625,354.9655299457491,124.23793548101222,8.0,breakdown
0.26,0.0008899273656,0.0025426496160000003,315.5630635754626,110.44707225141188,8.0,breakdown
0.27,0.0009966113073000002,0.0028474608780000004,281.78308212174613,98.62407874261115,8.0,breakdown
0.28,0.0011114978112000003,0.003175708032000001,252.65745287000405,88.43010850450142,8.0,breakdown
0.29000000000000004,0.0012348906758999996,0.003528259073999999,227.4113906024163,79.59398671084571,8.0,breakdown
0.3,0.0013670936999999996,0.0039059819999999997,205.41986686675304,71.89695340336355,8.0,breakdown
0.31,0.0015084106820999997,0.004309744805999999,186.1748986406073,65.16121452421255,8.0,breakdown
0.32,0.0016591454208000002,0.004740415488,169.26075455939727,59.241264095789056,8.0,breakdown
0.33,0.0018196017147000003,0.005198862042000001,154.3349863762231,54.01724523167808,8.0,breakdown
0.34,0.0019900833624000003,0.005685952464000001,141.11379008249364,49.389826528872774,8.0,breakdown
0.35000000000000003,0.002170894162499999,0.006202554749999999,129.36061586944217,45.27621555430475,8.0,breakdown
0.36000000000000004,0.0023623379136,0.0067495368959999994,118.87723777011168,41.60703321953909,8.0,breakdown
0.37,0.0025647184143,0.007327766898,109.49670119049871,38.32384541667454,8.0,breakdown
0.38,0.0027783394632,0.007938112752000001,101.07771550886298,35.37720042810204,8.0,breakdown
0.39,0.0030035048589000003,0.008581442454,93.50016698532225,32.72505844486278,8.0,breakdown
0.4,0.003240518400000001,0.009258624000000002,86.66150633441138,30.331527217043988,8.0,breakdown
0.41000000000000003,0.003489683885099999,0.009970525385999997,80.47382373155253,28.165838306043387,8.0,breakdown
0.42000000000000004,0.0037513051127999993,0.010718014607999997,74.86146751703826,26.201513630963394,8.0,breakdown
0.43,0.0040256858817,0.011501959661999999,69.75909549350787,24.41568342272776,8.0,breakdown
0.44,0.0043131299904,0.012323228544,65.11007237746914,22.788525332114194,8.0,breakdown
0.45,0.0046139412375000004,0.01318268925,60.865145738297166,21.30280100840401,8.0,breakdown
0.46,0.0049284234216,0.014081209776000001,56.98134714188308,19.943471499659072,8.0,breakdown
0.47000000000000003,0.005256880341299999,0.015019658117999997,53.42107630681382,18.69737670738484,8.0,breakdown
0.48000000000000004,0.005599615795199998,0.015998902271999998,50.15133468426587,17.552967139493052,8.0,breakdown
0.49,0.005956933581899999,0.017019810233999996,47.143081585073666,16.500078554775786,8.0,breakdown
0.5,0.0063291375,0.01808325,44.37069124321864,15.529741935126527,8.0,breakdown
0.51,0.0067165313481000015,0.019190089566,41.81149335777589,14.634022675221562,8.0,breakdown
0.52,0.0071194189248,0.020341196928000002,39.445382946932824,13.805884031426485,8.0,breakdown
0.53,0.0075381040287,0.021537440082000002,37.25448796927887,13.039070789247603,8.0,breakdown
0.54,0.007972890458400002,0.022779687024000003,35.22288526521827,12.328009842826393,8.0,breakdown
0.55,0.008424082012500002,0.024068805750000005,33.33635705726419,11.667724970042466,8.0,breakdown
0.56,0.008891982489600003,0.025405664256000007,31.582181608750506,11.053763563062677,8.0,breakdown
0.5700000000000001,0.009376895688299997,0.02679113053799999,29.948952743366828,10.482133460178387,8.0,breakdown
0.5800000000000001,0.009879125407199997,0.028226072591999992,28.426423825302038,9.949248338855714,8.0,breakdown
0.59,0.0103989754449,0.029711358413999998,27.005372532743518,9.45188038646023,8.0,breakdown
0.6,0.010936749599999997,0.031247855999999997,25.67748335834413,8.987119175420444,8.0,breakdown
0.61,0.0114927516711,0.032836433346,24.435245264591888,8.55233584260716,8.0,breakdown
0.62,0.012067285456799998,0.034477958447999994,23.271862330075912,8.14515181552657,8.0,breakdown
0.63,0.012660654755700001,0.036173299302,22.181175560603926,7.763411446211374,8.0,breakdown
0.64,0.013273163366400002,0.037923323904,21.15759431992466,7.405158011973632,8.0,breakdown
0.65,0.0139051150875,0.03972890025,20.196036068829603,7.0686126240903615,8.0,breakdown
0.66,0.014556813717600002,0.04159089633600001,19.291873297027887,6.75215565395976,8.0,breakdown
0.67,0.015228563055300003,0.04351018015800001,18.440886696177152,6.454310343662003,8.0,breakdown
0.68,0.015920666899200003,0.04548761971200001,17.639223760311705,6.173728316109097,8.0,breakdown
0.6900000000000001,0.016633429047899998,0.04752408299399999,16.883362116113506,5.909176740639727,8.0,breakdown
0.7000000000000001,0.017367153299999993,0.04962043799999999,16.17007698368027,5.6595269442880936,8.0,breakdown
