Current Velocity,Pstr CD = 0.35,Pstr CD = 1.0,Tmix CD = 0.35,Tmix CD 1.0,per
0.65,0.0139051150875,0.03972890025,4.777843330858615,1.6722451658005153,setup
0.66,0.014556813717600002,0.04159089633600001,4.5639425408946455,1.597379889313126,setup
0.67,0.015228563055300003,0.04351018015800001,4.3626218143090965,1.526917635008184,setup
0.68,0.015920666899200003,0.04548761971200001,4.172969750970153,1.4605394128395535,setup
0.6900000000000001,0.016633429047899998,0.04752408299399999,3.994153051322939,1.3979535679630288,setup
0.7000000000000001,0.017367153299999993,0.04962043799999999,3.8254088184753576,1.338893086466375,setup
0.7100000000000001,0.018122143454099994,0.05177755272599999,3.666037715345568,1.2831132003709487,setup
0.72,0.0188987033088,0.053996295167999996,3.5153978714877168,1.2303892550207007,setup
0.73,0.019697136662699996,0.056277533321999994,3.3728994484483903,1.1805148069569364,setup
0.74,0.0205177473144,0.058622135184,3.2379997846550235,1.133299924629258,setup
0.75,0.021360839062499998,0.06103096875,3.110199051228556,1.088569667929995,setup
0.76,0.0222267157056,0.06350490201600001,2.9890363590197353,1.046162725656907,setup
0.77,0.0231156810423,0.066044802978,2.874086264819952,1.0059301926869832,setup
0.78,0.024028038871200003,0.068651539632,2.7649556312839203,0.9677344709493721,setup
0.79,0.0249640929909,0.071325979974,2.661280800782589,0.9314482802739062,setup
0.8,0.025924147200000008,0.07406899200000001,2.5627250483145447,0.8969537669100909,setup
0.01,5.0633100000000006e-08,1.44666e-07,3936345.674211141,1377720.9859738995,peak
0.02,4.0506480000000005e-07,1.157328e-06,492043.20927639265,172215.12324673744,peak
0.03,1.3670936999999996e-06,3.9059819999999995e-06,145790.58052633863,51026.70318421852,peak
0.04,3.2405184000000004e-06,9.258624e-06,61505.40115954908,21526.89040584218,peak
0.05,6.329137500000002e-06,1.8083250000000003e-05,31490.765393689122,11021.767887791195,peak
0.060000000000000005,1.0936749599999997e-05,3.1247855999999996e-05,18223.82256579233,6378.337898027315,peak
0.06999999999999999,1.7367153300000005e-05,4.9620438000000014e-05,11476.226455426066,4016.6792593991227,peak
0.08,2.5924147200000003e-05,7.4068992e-05,7688.175144943635,2690.8613007302724,peak
0.09,3.69115299e-05,0.00010546151399999999,5399.6511306051325,1889.8778957117966,peak
0.09999999999999999,5.0633100000000015e-05,0.00014466600000000003,3936.3456742111402,1377.7209859738994,peak
0.11,6.73926561e-05,0.000192550446,2957.4347664997313,1035.1021682749058,peak
0.12,8.749399679999997e-05,0.00024998284799999997,2277.977820724041,797.2922372534143,peak
0.13,0.0001112409207,0.00031783120200000003,1791.6912490719806,627.0919371751932,peak
0.14,0.00013893722640000004,0.0003969635040000001,1434.5283069282582,502.08490742489033,peak
0.15000000000000002,0.00017088671249999995,0.00048824774999999996,1166.324644210709,408.21362547374804,peak
0.16,0.00020739317760000003,0.000592551936,961.0218931179544,336.35766259128405,peak
0.17,0.00024876042030000004,0.0007107440580000001,801.2101921862693,280.42356726519427,peak
0.18000000000000002,0.0002952922392,0.0008436921119999999,674.9563913256416,236.23473696397457,peak
0.19,0.0003472924329,0.0009922640940000001,573.8949809317892,200.8632433261262,peak
0.2,0.0004050648000000001,0.0011573280000000002,492.04320927639253,172.21512324673742,peak
0.21000000000000002,0.0004689131390999999,0.0013397518259999997,425.0454242750397,148.7658984962639,peak
0.22,0.0005391412488,0.001540403568,369.6793458124664,129.38777103436323,peak
0.23,0.0006160529277,0.0017601512220000001,323.52639715715804,113.2342390050053,peak
0.24000000000000002,0.0006999519743999998,0.0019998627839999997,284.74722759050513,99.66152965667679,peak
0.25,0.0007911421875,0.00226040625,251.92612314951307,88.17414310232958,peak
0.26,0.0008899273656,0.0025426496160000003,223.96140613399757,78.38649214689914,peak
0.27,0.0009966113073000002,0.0028474608780000004,199.98707891130118,69.9954776189554,peak
0.28,0.0011114978112000003,0.003175708032000001,179.31603836603227,62.76061342811129,peak
0.29000000000000004,0.0012348906758999996,0.003528259073999999,161.39840396125888,56.4894413864406,peak
0.3,0.0013670936999999996,0.0039059819999999997,145.79058052633863,51.026703184218505,peak
0.31,0.0015084106820999997,0.004309744805999999,132.13204236887458,46.2462148291061,peak
0.32,0.0016591454208000002,0.004740415488,120.1277366397443,42.04470782391051,peak
0.33,0.0018196017147000003,0.005198862042000001,109.53462098147149,38.33711734351502,peak
0.34,0.0019900833624000003,0.005685952464000001,100.15127402328366,35.05294590814928,peak
0.35000000000000003,0.002170894162499999,0.006202554749999999,91.8098116434086,32.133434075192994,peak
0.36000000000000004,0.0023623379136,0.0067495368959999994,84.3695489157052,29.52934212049682,peak
0.37,0.0025647184143,0.007327766898,77.71199483172056,27.199198191102198,peak
0.38,0.0027783394632,0.007938112752000001,71.73687261647365,25.107905415765774,peak
0.39,0.0030035048589000003,0.008581442454,66.35893515081409,23.225627302784936,peak
0.4,0.003240518400000001,0.009258624000000002,61.505401159549066,21.526890405842178,peak
0.41000000000000003,0.003489683885099999,0.009970525385999997,57.11387928514013,19.989857749799047,peak
0.42000000000000004,0.0037513051127999993,0.010718014607999997,53.13067803437996,18.595737312032988,peak
0.43,0.0040256858817,0.011501959661999999,49.50942274530723,17.32829796085753,peak
0.44,0.0043131299904,0.012323228544,46.2099182265583,16.173471379295403,peak
0.45,0.0046139412375000004,0.01318268925,43.19720904484105,15.119023165694369,peak
0.46,0.0049284234216,0.014081209776000001,40.440799644644756,14.154279875625663,peak
0.47000000000000003,0.005256880341299999,0.015019658117999997,37.914004355596944,13.269901524458934,peak
0.48000000000000004,0.005599615795199998,0.015998902271999998,35.59340344881314,12.457691207084599,peak
0.49,0.005956933581899999,0.017019810233999996,33.45838616742295,11.710435158598031,peak
0.5,0.0063291375,0.01808325,31.490765393689134,11.021767887791198,peak
0.51,0.0067165313481000015,0.019190089566,29.67445156245442,10.386058046859048,peak
0.52,0.0071194189248,0.020341196928000002,27.995175766749696,9.798311518362393,peak
0.53,0.0075381040287,0.021537440082000002,26.440253861987692,9.254088851695691,peak
0.54,0.007972890458400002,0.022779687024000003,24.998384863912648,8.749434702369426,peak
0.55,0.008424082012500002,0.024068805750000005,23.659478131997837,8.280817346199246,peak
0.56,0.008891982489600003,0.025405664256000007,22.414504795754034,7.845076678513911,peak
0.5700000000000001,0.009376895688299997,0.02679113053799999,21.255369664140346,7.43937938244912,peak
0.5800000000000001,0.009879125407199997,0.028226072591999992,20.17480049515736,7.061180173305075,peak
0.59,0.0103989754449,0.029711358413999998,19.16625202289982,6.708188208014937,peak
0.6,0.010936749599999997,0.031247855999999997,18.22382256579233,6.378337898027313,peak
0.61,0.0114927516711,0.032836433346,17.342181390561947,6.069763486696681,peak
0.62,0.012067285456799998,0.034477958447999994,16.516505296109322,5.780776853638263,peak
0.63,0.012660654755700001,0.036173299302,15.742423121297762,5.509848092454217,peak
0.64,0.013273163366400002,0.037923323904,15.015967079968037,5.255588477988813,peak
0.65,0.0139051150875,0.03972890025,14.333529992575846,5.016735497401546,peak
0.66,0.014556813717600002,0.04159089633600001,13.691827622683936,4.792139667939377,peak
0.67,0.015228563055300003,0.04351018015800001,13.087865442927288,4.580752905024552,peak
0.68,0.015920666899200003,0.04548761971200001,12.518909252910458,4.38161823851866,peak
0.6900000000000001,0.016633429047899998,0.04752408299399999,11.982459153968817,4.1938607038890865,peak
0.7000000000000001,0.017367153299999993,0.04962043799999999,11.476226455426074,4.016679259399124,peak
0.7100000000000001,0.018122143454099994,0.05177755272599999,10.998113146036703,3.8493396011128467,peak
0.72,0.0188987033088,0.053996295167999996,10.54619361446315,3.6911677650621026,peak
0.73,0.019697136662699996,0.056277533321999994,10.118698345345171,3.5415444208708093,peak
0.74,0.0205177473144,0.058622135184,9.71399935396507,3.3998997738877748,peak
0.75,0.021360839062499998,0.06103096875,9.33059715368567,3.2657090037899845,peak
0.76,0.0222267157056,0.06350490201600001,8.967109077059206,3.138488176970722,peak
0.77,0.0231156810423,0.066044802978,8.622258794459857,3.01779057806095,peak
0.78,0.024028038871200003,0.068651539632,8.294866893851761,2.903203412848117,peak
0.79,0.0249640929909,0.071325979974,7.983842402347769,2.794344840821719,peak
0.8,0.025924147200000008,0.07406899200000001,7.688175144943633,2.690861300730272,peak
0.01,5.0633100000000006e-08,1.44666e-07,1312115.224737047,459240.32865796646,breakdown
0.02,4.0506480000000005e-07,1.157328e-06,164014.40309213087,57405.04108224581,breakdown
0.03,1.3670936999999996e-06,3.9059819999999995e-06,48596.86017544621,17008.90106140617,breakdown
0.04,3.2405184000000004e-06,9.258624e-06,20501.80038651636,7175.630135280726,breakdown
0.05,6.329137500000002e-06,1.8083250000000003e-05,10496.921797896375,3673.9226292637322,breakdown
0.060000000000000005,1.0936749599999997e-05,3.1247855999999996e-05,6074.607521930776,2126.1126326757712,breakdown
0.06999999999999999,1.7367153300000005e-05,4.9620438000000014e-05,3825.408818475355,1338.8930864663744,breakdown
0.08,2.5924147200000003e-05,7.4068992e-05,2562.725048314545,896.9537669100907,breakdown
0.09,3.69115299e-05,0.00010546151399999999,1799.883710201711,629.9592985705988,breakdown
0.09999999999999999,5.0633100000000015e-05,0.00014466600000000003,1312.115224737047,459.24032865796653,breakdown
0.11,6.73926561e-05,0.000192550446,985.8115888332436,345.03405609163525,breakdown
0.12,8.749399679999997e-05,0.00024998284799999997,759.325940241347,265.7640790844714,breakdown
0.13,0.0001112409207,0.00031783120200000003,597.2304163573268,209.03064572506437,breakdown
0.14,0.00013893722640000004,0.0003969635040000001,478.1761023094194,167.3616358082968,breakdown
0.15000000000000002,0.00017088671249999995,0.00048824774999999996,388.7748814035696,136.07120849124934,breakdown
0.16,0.00020739317760000003,0.000592551936,320.3406310393181,112.11922086376134,breakdown
0.17,0.00024876042030000004,0.0007107440580000001,267.0700640620898,93.47452242173142,breakdown
0.18000000000000002,0.0002952922392,0.0008436921119999999,224.98546377521387,78.74491232132485,breakdown
0.19,0.0003472924329,0.0009922640940000001,191.29832697726306,66.95441444204205,breakdown
0.2,0.0004050648000000001,0.0011573280000000002,164.01440309213086,57.405041082245816,breakdown
0.21000000000000002,0.0004689131390999999,0.0013397518259999997,141.68180809167987,49.58863283208797,breakdown
0.22,0.0005391412488,0.001540403568,123.22644860415545,43.129257011454406,breakdown
0.23,0.0006160529277,0.0017601512220000001,107.84213238571934,37.74474633500177,breakdown
0.24000000000000002,0.0006999519743999998,0.0019998627839999997,94.91574253016837,33.220509885558926,breakdown
0.25,0.0007911421875,0.00226040625,83.97537438317103,29.39138103410986,breakdown
0.26,0.0008899273656,0.0025426496160000003,74.65380204466585,26.128830715633047,breakdown
0.27,0.0009966113073000002,0.0028474608780000004,66.6623596371004,23.331825872985135,breakdown
0.28,0.0011114978112000003,0.003175708032000001,59.77201278867742,20.9202044760371,breakdown
0.29000000000000004,0.0012348906758999996,0.003528259073999999,53.799467987086295,18.829813795480202,breakdown
0.3,0.0013670936999999996,0.0039059819999999997,48.5968601754462,17.008901061406167,breakdown
0.31,0.0015084106820999997,0.004309744805999999,44.04401412295819,15.415404943035368,breakdown
0.32,0.0016591454208000002,0.004740415488,40.042578879914764,14.014902607970168,breakdown
0.33,0.0018196017147000003,0.005198862042000001,36.511540327157164,12.779039114505007,breakdown
0.34,0.0019900833624000003,0.005685952464000001,33.38375800776122,11.684315302716428,breakdown
0.35000000000000003,0.002170894162499999,0.006202554749999999,30.60327054780286,10.711144691731,breakdown
0.36000000000000004,0.0023623379136,0.0067495368959999994,28.123182971901734,9.843114040165606,breakdown
0.37,0.0025647184143,0.007327766898,25.903998277240188,9.066399397034065,breakdown
0.38,0.0027783394632,0.007938112752000001,23.912290872157882,8.369301805255256,breakdown
0.39,0.0030035048589000003,0.008581442454,22.119645050271362,7.741875767594977,breakdown
0.4,0.003240518400000001,0.009258624000000002,20.501800386516358,7.175630135280727,breakdown
0.41000000000000003,0.003489683885099999,0.009970525385999997,19.037959761713378,6.663285916599682,breakdown
0.42000000000000004,0.0037513051127999993,0.010718014607999997,17.710226011459984,6.198579104010996,breakdown
0.43,0.0040256858817,0.011501959661999999,16.50314091510241,5.7760993202858435,breakdown
0.44,0.0043131299904,0.012323228544,15.403306075519431,5.391157126431801,breakdown
0.45,0.0046139412375000004,0.01318268925,14.399069681613684,5.03967438856479,breakdown
0.46,0.0049284234216,0.014081209776000001,13.480266548214917,4.718093291875221,breakdown
0.47000000000000003,0.005256880341299999,0.015019658117999997,12.63800145186565,4.423300508152978,breakdown
0.48000000000000004,0.005599615795199998,0.015998902271999998,11.864467816271047,4.152563735694866,breakdown
0.49,0.005956933581899999,0.017019810233999996,11.152795389140984,3.903478386199344,breakdown
0.5,0.0063291375,0.01808325,10.496921797896379,3.6739226292637324,breakdown
0.51,0.0067165313481000015,0.019190089566,9.891483854151472,3.4620193489530156,breakdown
0.52,0.0071194189248,0.020341196928000002,9.331725255583232,3.266103839454131,breakdown
0.53,0.0075381040287,0.021537440082000002,8.813417953995899,3.084696283898563,breakdown
0.54,0.007972890458400002,0.022779687024000003,8.33279495463755,2.916478234123142,breakdown
0.55,0.008424082012500002,0.024068805750000005,7.886492710665946,2.7602724487330814,breakdown
0.56,0.008891982489600003,0.025405664256000007,7.471501598584678,2.6150255595046374,breakdown
0.5700000000000001,0.009376895688299997,0.02679113053799999,7.085123221380116,2.47979312748304,breakdown
0.5800000000000001,0.009879125407199997,0.028226072591999992,6.724933498385787,2.3537267244350253,breakdown
0.59,0.0103989754449,0.029711358413999998,6.388750674299939,2.236062736004979,breakdown
0.6,0.010936749599999997,0.031247855999999997,6.074607521930775,2.126112632675771,breakdown
0.61,0.0114927516711,0.032836433346,5.780727130187316,2.0232544955655607,breakdown
0.62,0.012067285456799998,0.034477958447999994,5.5055017653697735,1.926925617879421,breakdown
0.63,0.012660654755700001,0.036173299302,5.24747437376592,1.8366160308180723,breakdown
0.64,0.013273163366400002,0.037923323904,5.0053223599893455,1.751862825996271,breakdown
0.65,0.0139051150875,0.03972890025,4.777843330858615,1.6722451658005153,breakdown
0.66,0.014556813717600002,0.04159089633600001,4.5639425408946455,1.597379889313126,breakdown
0.67,0.015228563055300003,0.04351018015800001,4.3626218143090965,1.526917635008184,breakdown
0.68,0.015920666899200003,0.04548761971200001,4.172969750970153,1.4605394128395535,breakdown
0.6900000000000001,0.016633429047899998,0.04752408299399999,3.994153051322939,1.3979535679630288,breakdown
0.7000000000000001,0.017367153299999993,0.04962043799999999,3.8254088184753576,1.338893086466375,breakdown
0.7100000000000001,0.018122143454099994,0.05177755272599999,3.666037715345568,1.2831132003709487,breakdown
0.72,0.0188987033088,0.053996295167999996,3.5153978714877168,1.2303892550207007,breakdown
0.73,0.019697136662699996,0.056277533321999994,3.3728994484483903,1.1805148069569364,breakdown
0.74,0.0205177473144,0.058622135184,3.2379997846550235,1.133299924629258,breakdown
0.75,0.021360839062499998,0.06103096875,3.110199051228556,1.088569667929995,breakdown
0.76,0.0222267157056,0.06350490201600001,2.9890363590197353,1.046162725656907,breakdown
0.77,0.0231156810423,0.066044802978,2.874086264819952,1.0059301926869832,breakdown
0.78,0.024028038871200003,0.068651539632,2.7649556312839203,0.9677344709493721,breakdown
0.79,0.0249640929909,0.071325979974,2.661280800782589,0.9314482802739062,breakdown
0.8,0.025924147200000008,0.07406899200000001,2.5627250483145447,0.8969537669100909,breakdown
